id,name,faction,type,icons,text
6d3795147359e309b683a77d3ec4711396bdb051716d0ebe21555ee1c4b1c115,Empire Hutt #9,Empire,Hutt,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
f38494bca534c5404ef103485a159e2a706b36d1b2c90cbb0304fc42991904ce,Empire Hutt #10,Empire,Hutt,Yuuzan Vong,"When this enters, draw a card."
f90f740d74f29e593c2b96d6f019ea99ef2387830246d857a43f2abbb42576da,Empire Hutt #11,Empire,Hutt,Yuuzan Vong,"When this is discarded, draw a card."
be17c816c3e3ccc6c48e1cb7c18ce54b1d04d7fba3fe73d8ad429a15f490465d,Empire Hutt #12,Empire,Hutt,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
0de7015323306608d0d02089befff736e97c27820e7bcb15975b56659c309635,Empire Smuggler #1,Empire,Smuggler,Light,"When this enters, draw a card."
f9e046745b479ae8934a1bfbaef8031a8eb082cc051ccb58a1fc1ed036923b77,Empire Smuggler #2,Empire,Smuggler,Light,"When this is discarded, draw a card."
d0c62e74e6e621b0d28bfba3f7cf1c767e2f0c0298a55cc22c3ac25df3c75d26,Empire Smuggler #3,Empire,Smuggler,Light,"If your opponent plays more icons than you this turn, discard their last played card."
c1de138ea6ca35a8cd431c9d64729752b324133838a336ec5469219e7f0ff29c,Empire Smuggler #4,Empire,Smuggler,Dark,"When this enters, draw a card."
99f6f32687e6c0ddc15fa63d92783f295257904b3c64135c6df2508aa53bf9b9,Empire Smuggler #5,Empire,Smuggler,Dark,"When this is discarded, draw a card."
de9a4b54b32616bcab35e74dfc0d500185374cf2af67f8ab76a7bb728c37b4b8,Empire Smuggler #6,Empire,Smuggler,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
e56a1a7503d57ad7dd2972edaf7c7475a54e3aab92565fbd2f864f10295e8c0d,Empire Smuggler #7,Empire,Smuggler,Blaster,"When this enters, draw a card."
4557cefec560d98064f74a7bec6aeba19887f8cf3806e6a2d30c8cae9129af96,Empire Smuggler #8,Empire,Smuggler,Blaster,"When this is discarded, draw a card."
d2ea01c79024456c0c28535f2636a9b69fe44d5a65aea201b03f7936808eb58c,Empire Smuggler #9,Empire,Smuggler,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
a414a8f4b555d80dd36b5d7b71a0f7dc51aad8602a27a3e20190d0ab5151e76d,Empire Smuggler #10,Empire,Smuggler,Yuuzan Vong,"When this enters, draw a card."
28ecc5c71c36496a2c3f53cc6f92014e7204eb62fa8160025c0c5ee431688448,Empire Smuggler #11,Empire,Smuggler,Yuuzan Vong,"When this is discarded, draw a card."
b44c5b5aac1a327ce2f0498710df117ad8a5164cee5b137a6993ff688a90dbe4,Empire Smuggler #12,Empire,Smuggler,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
c259e8c994012fe699ca2720203a3bcfa10e9dcecc3747d2489a9ce871bc82e0,Rebels Jedi #1,Rebels,Jedi,Light,"When this enters, draw a card."
59c8738b1f8482f70735cfafd6f62d02d01b0f7a62907b9639f21bfcbf30ed1c,Rebels Jedi #2,Rebels,Jedi,Light,"When this is discarded, draw a card."
662d44c0bf25d607afa42727d688345f315eece7b5f8ac462c84f7ca92f8507a,Rebels Jedi #3,Rebels,Jedi,Light,"If your opponent plays more icons than you this turn, discard their last played card."
fcdb4c8af1f56b79076b62ab5382bb97366b63c8c92be4e14685c88045ec8833,Rebels Jedi #4,Rebels,Jedi,Dark,"When this enters, draw a card."
c67128793af8f3668a105f24efd26663c395e453e3ac751490fbd68e313644e8,Rebels Jedi #5,Rebels,Jedi,Dark,"When this is discarded, draw a card."
a2b849b7a6ffcf9bc76418206306856b55bbbc5e5d212ae6a022a97ec6df053b,Rebels Jedi #6,Rebels,Jedi,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
c34ddfa1b4d8bbfa4585d64d4333d40579e7fbca611a54e83e2befa9476e481e,Rebels Jedi #7,Rebels,Jedi,Blaster,"When this enters, draw a card."
ba557032ae7003e9321c4b999d74077cdb40b715d051158a359446278eeed1ba,Rebels Jedi #8,Rebels,Jedi,Blaster,"When this is discarded, draw a card."
18da580718020a29421c983fd78fc9db4400675d373b4b66fa7353964bfaf212,Rebels Jedi #9,Rebels,Jedi,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
055cbec347803d3280af4eb16c139f7c900e4dc6bae6bc1c32c3d4820fedfaad,Rebels Jedi #10,Rebels,Jedi,Yuuzan Vong,"When this enters, draw a card."
a3ebaccec184293cb9f4de2633294d88f8c1ce851bff88a3a6da9abcab5176c6,Rebels Jedi #11,Rebels,Jedi,Yuuzan Vong,"When this is discarded, draw a card."
1d0a3adc0b1d344cefe1a7798844aa3378cc7bfaae2bfe32b9b4d4f7ae03ea25,Rebels Jedi #12,Rebels,Jedi,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
f4fd005f1f4336c8156a67a9d1af79dd423996ef1841709a2a4b12b6b505e7cb,Rebels Sith #1,Rebels,Sith,Light,"When this enters, draw a card."
4d242ebacf646743c333497a4d066237b88c33f0b76b9299453ba7b9ab177749,Rebels Sith #2,Rebels,Sith,Light,"When this is discarded, draw a card."
2bc84ddc8b279927a47f611086f9c56c397f8abcc022893149371d3e5d23c09f,Rebels Sith #3,Rebels,Sith,Light,"If your opponent plays more icons than you this turn, discard their last played card."
41af1b01be25d17e83f6e3db0b7b3f37e3e87dd9f2fefc95efaf285996ec766c,Rebels Sith #4,Rebels,Sith,Dark,"When this enters, draw a card."
40833d7049b9a582754e9a11b706a9e5cb51d43421eabcb8dcd8d9c269230307,Rebels Sith #5,Rebels,Sith,Dark,"When this is discarded, draw a card."
5974baa201c06c024572917ce8a37902dd7cc54851f10fbe7485674b032e88d6,Rebels Sith #6,Rebels,Sith,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
7bb26d37ed105aee4f8f2a03b9c347cc9987c56739300e250d5a134012fe658b,Rebels Sith #7,Rebels,Sith,Blaster,"When this enters, draw a card."
b156365122c2956fc0d7b4bba5678f06dc8d225397fe9a89f7d5182f81b0b4c8,Rebels Sith #8,Rebels,Sith,Blaster,"When this is discarded, draw a card."
32a516bf48cdde89b687464b5d6a7a1f9e17481080d6aa7f71b176e418903e0a,Rebels Sith #9,Rebels,Sith,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
a512b8e5235d7645bc5dce698291ca2f20a4349e0b9962e54fa793ddedbc978d,Rebels Sith #10,Rebels,Sith,Yuuzan Vong,"When this enters, draw a card."
b4c9335fd05f9e934f5cfe80e7a47ff17e2d5096b86c37fd613082861cc19b6f,Rebels Sith #11,Rebels,Sith,Yuuzan Vong,"When this is discarded, draw a card."
b66fb9efbdca62a7479ba75be491c277cf961e365133e97399f8fd2b093fcf33,Rebels Sith #12,Rebels,Sith,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
f733b18bd6b90f90275dbdd34934081bc57f9f871ea672e736903310d6c1d0f1,Rebels Rebel #1,Rebels,Rebel,Light,"When this enters, draw a card."
bc9c5d44f04e76b55986bd0199f6af02aa08f0f05df53f40658ebda11f8242b6,Rebels Rebel #2,Rebels,Rebel,Light,"When this is discarded, draw a card."
00795c2d7fe7b61aaeb0351993ada4634430024d59fb3a396dbf76170e7d2c1f,Rebels Rebel #3,Rebels,Rebel,Light,"If your opponent plays more icons than you this turn, discard their last played card."
d30b41d52d0f3eedd42fa6e9187be0d8be5ddcbbeeb6b0964aeddd2d2177c062,Rebels Rebel #4,Rebels,Rebel,Dark,"When this enters, draw a card."
70a31925bebdbc8f55dd56c6a09cac5045653a9053f0667121e1de4220d8999b,Rebels Rebel #5,Rebels,Rebel,Dark,"When this is discarded, draw a card."
282b6c9a254bbe0ec9f2d1265797ab0c78fff0b414650637d6e8eb3418dcf998,Rebels Rebel #6,Rebels,Rebel,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
adb8fadd5c20c006041807f391bc969bbfff8729f5e611252686a2a6d8bdaae6,Rebels Rebel #7,Rebels,Rebel,Blaster,"When this enters, draw a card."
2605a54a3d0ddba4bb4ecbe395cf2d16d10f5aad43b03d9ad7392d636408d80e,Rebels Rebel #8,Rebels,Rebel,Blaster,"When this is discarded, draw a card."
7f8799c427623b7f54023a1f40035b14bb202f031cce749b4353a95be5e4e57f,Rebels Rebel #9,Rebels,Rebel,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
7cd99ed458af32554a843e1727465e8846447633a1daa031ddb402f074dd8ca3,Rebels Rebel #10,Rebels,Rebel,Yuuzan Vong,"When this enters, draw a card."
6482c8b7a5be35ff0ac3bbe333de8903e08aa3c8783788d3845c539bf4372a94,Rebels Rebel #11,Rebels,Rebel,Yuuzan Vong,"When this is discarded, draw a card."
4b9ac977df1f60b6de985bcbef23c1190f729208e1f9d242b275315b405e04bc,Rebels Rebel #12,Rebels,Rebel,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
b49740f4e823c4eda48e53805af97c3faebfe6668cfd2fc6087eea59becea53b,Rebels Imperial #1,Rebels,Imperial,Light,"When this enters, draw a card."
90756f21760f44a7ef7334523288f485aadb6aaaa970d0a6b66186fd1c2638db,Rebels Imperial #2,Rebels,Imperial,Light,"When this is discarded, draw a card."
a95b71185186b2c524ae28cab7174cb22c5f3c5ad383ac2f3e1bce9331f8e4a2,Rebels Imperial #3,Rebels,Imperial,Light,"If your opponent plays more icons than you this turn, discard their last played card."
819f0386fe24ea38ef2eab6f06b3a69bf20fea22c3d661d1de6605a53f5321e2,Rebels Imperial #4,Rebels,Imperial,Dark,"When this enters, draw a card."
688baccdbfbd60aa3495b70cda5016e62a29f2588020c4dd55c89e5e51fdbd9f,Rebels Imperial #5,Rebels,Imperial,Dark,"When this is discarded, draw a card."
0d5b3f067151680a441096aad84f390719bff2a53d7be5f3a0d8c3f34d7eacfb,Rebels Imperial #6,Rebels,Imperial,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
85b4a5889bf1901296e79a910ce6ec2f9b482745bbab9e785991f1887402a82b,Rebels Imperial #7,Rebels,Imperial,Blaster,"When this enters, draw a card."
baa6d0acf4227366d913f47840a5040ec9b4b1d0392781adc5bece679badb112,Rebels Imperial #8,Rebels,Imperial,Blaster,"When this is discarded, draw a card."
70a9f8f4db28319f26aed19f19263936dd3beba9bbbd53fcae1ea9cec3934b8e,Rebels Imperial #9,Rebels,Imperial,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
f529b572ebce0a1010417c0fcb0ae5c29d4dd4578c34b275db714edef13e608d,Rebels Imperial #10,Rebels,Imperial,Yuuzan Vong,"When this enters, draw a card."
30de383b3347ac918897f9bf2dc42d9de7ac448257e9d0b4ecab2108183295c2,Rebels Imperial #11,Rebels,Imperial,Yuuzan Vong,"When this is discarded, draw a card."
c44a02bcd8c70cef66f0e747a9e410495db3587cbbd8d6fb769dc97efa0210fb,Rebels Imperial #12,Rebels,Imperial,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
7c2afb1ef19ad3a3fc4c3eed5784b74255f1479e0acad5cca788b75e2fc2c2ce,Rebels Hutt #1,Rebels,Hutt,Light,"When this enters, draw a card."
42a056eacf769dd0b4eb6ed5cbb0acd72e99994e2161971ab0161b595d90f6db,Rebels Hutt #2,Rebels,Hutt,Light,"When this is discarded, draw a card."
d12d6f3b31b5a181885c3fede828efde32d0160bd8331ec7d8ec89b3dc33f5fb,Rebels Hutt #3,Rebels,Hutt,Light,"If your opponent plays more icons than you this turn, discard their last played card."
0462cc08885a98655cfec3361cf2c113c0e48eddee756c77b1273065a0a10064,Rebels Hutt #4,Rebels,Hutt,Dark,"When this enters, draw a card."
dc48e3fb360ac58d019e8f798c163c73f9c279663319b75bc6b2d646164b43ff,Rebels Hutt #5,Rebels,Hutt,Dark,"When this is discarded, draw a card."
19754aefb8739debfb011802a1d734a9e93648de0694a7055e08c2a48a88d2c6,Rebels Hutt #6,Rebels,Hutt,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
984508bafa5104dfcffcf3ff5916fbd132be26a89b1edcd5373ffceb09f2911e,Rebels Hutt #7,Rebels,Hutt,Blaster,"When this enters, draw a card."
906cbfec94556708305800aa2cd06f79d39596d6ea40396a8182a4f6b64244a4,Rebels Hutt #8,Rebels,Hutt,Blaster,"When this is discarded, draw a card."
09fbd467e7236fb357f1ac8dc0ce22917fac9d9b77784ba96265aec37d17e534,Rebels Hutt #9,Rebels,Hutt,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
e8bc26fcc73bd2ebcff10d3cd026e6d6cd75aad232e383fa0b37c67ccd95f4f2,Rebels Hutt #10,Rebels,Hutt,Yuuzan Vong,"When this enters, draw a card."
6cfddcb304b3ef4a2a07a89a6bde1150454d004dfc35e8ecfda4d8b57fe2febe,Rebels Hutt #11,Rebels,Hutt,Yuuzan Vong,"When this is discarded, draw a card."
02b6f09810c4551d65a53ea0037f4c33c378fd334fc3944c4d020895c2635cdb,Rebels Hutt #12,Rebels,Hutt,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
94565d213b2d58876c786d931b555b7fd380826c58ab222a5168eb87b40cfd84,Rebels Smuggler #1,Rebels,Smuggler,Light,"When this enters, draw a card."
31c5765e81bd527c4a9de49a4d8e414d630933f6aac45c4a0f8fcb6dc39d78f1,Rebels Smuggler #2,Rebels,Smuggler,Light,"When this is discarded, draw a card."
c3d2c80b57e5e3fdc59b17dfadc1eeb7e89d6c6107ef7af4ce784ba92c2b57cb,Rebels Smuggler #3,Rebels,Smuggler,Light,"If your opponent plays more icons than you this turn, discard their last played card."
3c9623ffb374f1cbf081651592156d20ceafbccde3212c246436d6a84cb509e8,Rebels Smuggler #4,Rebels,Smuggler,Dark,"When this enters, draw a card."
57fe12f8dd48559bcc2c95289872d8d762f7b9c6f767dae3c3e8459d3fc2f7c4,Rebels Smuggler #5,Rebels,Smuggler,Dark,"When this is discarded, draw a card."
25fca1f2e0a57e55ab0868441cf878ad6e8c0bf7b4b3baa3f81946b87ccea50b,Rebels Smuggler #6,Rebels,Smuggler,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
69618012adfdb7af513d1a96b348e7eb6e50ee0b22628e91b85941975d52873c,Rebels Smuggler #7,Rebels,Smuggler,Blaster,"When this enters, draw a card."
7b93f304f29359b6b0c936d4dd12cc3c3fc76d4457f8f7033e5bd3e25af2065f,Rebels Smuggler #8,Rebels,Smuggler,Blaster,"When this is discarded, draw a card."
3d7be610ab8e57da6bcd5da77ce8e50672d652a95230bd3a012e3368a4c087bf,Rebels Smuggler #9,Rebels,Smuggler,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
33654309f8b916b9b2a0087e4fd553257d3bd8976816ec231dc285397620613e,Rebels Smuggler #10,Rebels,Smuggler,Yuuzan Vong,"When this enters, draw a card."
6984b57df20404b65e0ece8de2594c7f85f3d8b1a7a642e75f1442be1d1573b0,Rebels Smuggler #11,Rebels,Smuggler,Yuuzan Vong,"When this is discarded, draw a card."
5e713018f514080290edb5af6e6a33f6bd8500a655486cc15879d39b644d8df2,Rebels Smuggler #12,Rebels,Smuggler,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
b375b173a3e32473cc626bb3d0842414d4dfbb269ec76c7e40a1a5c710bc0419,Wookies Jedi #1,Wookies,Jedi,Light,"When this enters, draw a card."
bdb3cbcc3556e78759346a09274abc4261bacee4039937f3aa334fb16a6c56e0,Wookies Jedi #2,Wookies,Jedi,Light,"When this is discarded, draw a card."
70332b1f6d7f279038144a2602d9da5ced8d69c04cae294cfee3184c811e5192,Wookies Jedi #3,Wookies,Jedi,Light,"If your opponent plays more icons than you this turn, discard their last played card."
5eb7f66de4ef20b5b7fcf81f4f028193c8be86cd32e1413ec11bd134f53b581c,Wookies Jedi #4,Wookies,Jedi,Dark,"When this enters, draw a card."
d5d0a59464a9f246ea2677910e0de0a80f5bc835f4f7fcfc8453c9c985c71d6e,Wookies Jedi #5,Wookies,Jedi,Dark,"When this is discarded, draw a card."
aee881a613953b2cb0c5a88a521b4c7634f755613d5f7c22e2284fc8c5a85e91,Wookies Jedi #6,Wookies,Jedi,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
f3b24d1dba26304e39144aa95d1940deb869affffcf299aa04957fc903eeda14,Wookies Jedi #7,Wookies,Jedi,Blaster,"When this enters, draw a card."
543e8292cc85ac40adf02694fe629c27437b06cb2216812d92775c91fa1649a2,Wookies Jedi #8,Wookies,Jedi,Blaster,"When this is discarded, draw a card."
f4435518b12f195ed7148add1f8adffedeecede1a2fa030b4bcf80ac0bf23298,Wookies Jedi #9,Wookies,Jedi,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
bfb7fbcd4dc08fffe6199529adf7185cbf1c410ea1a6a333b6408acc657abad4,Wookies Jedi #10,Wookies,Jedi,Yuuzan Vong,"When this enters, draw a card."
81cf76acba788a4aa317bf1ec639ecc16139df370b155845d8c67727a64c98f7,Wookies Jedi #11,Wookies,Jedi,Yuuzan Vong,"When this is discarded, draw a card."
a85ebd46d4d4b7193dbbcdba449bd551d3a188b046647db1e000e535e46c3b1f,Wookies Jedi #12,Wookies,Jedi,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
0890889e7dda55d0fde5a485cd45b0045a78ef6b455fa13b04c6e84dcaea818a,Wookies Sith #1,Wookies,Sith,Light,"When this enters, draw a card."
5f40a429169c687235d4a900dbef9d6c1716a5e5ac7ad64dc2df387616db30ed,Wookies Sith #2,Wookies,Sith,Light,"When this is discarded, draw a card."
25b9719661da39b5d9b3ff5c91065a49415b2491223bc5fad77890fbc4ae09fa,Wookies Sith #3,Wookies,Sith,Light,"If your opponent plays more icons than you this turn, discard their last played card."
df0fe1739a1b050412714fd41d6658c2f479c4aae4c2ff13d0fac685a1a85136,Wookies Sith #4,Wookies,Sith,Dark,"When this enters, draw a card."
da22cb50f929760f24b1cfe3987de94f0558125adca05b50115f1ccb0a737869,Wookies Sith #5,Wookies,Sith,Dark,"When this is discarded, draw a card."
5f2cf00f9d15226404a7c97475699e847dc3164f243df754de92db4dcedc1a82,Wookies Sith #6,Wookies,Sith,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
f06b9a18d858da191efdf8b7a82d66d338d3d52c82dea4c2abd218abeb02a289,Wookies Sith #7,Wookies,Sith,Blaster,"When this enters, draw a card."
7c755aee0879e7094e84786d577a19b26a6290288ef88bc9f9838d44f9d118b3,Wookies Sith #8,Wookies,Sith,Blaster,"When this is discarded, draw a card."
